"code","confederate_interaction","confederate_post","confederate_pre","subject_interaction","subject_post","subject_pre","convergence","short_convergence","X","personal","interpersonal","Age","Gender","Ethnicity","Extraversion","Agreeableness","Conscientiousness","Neuroticism","Openness","speaker","comparison","diff"
"020",1.52230039658711,1.68012257400611,1.71829769147699,0.866554579139889,1.00046018905659,1.03291242654858,0.00572287997888732,0.0296394474811899,21,"F","N",27,"male","Chinese/White",3.5,4,2,1,4,"subject","shortchange",0.166357847408689
"023",1.60996313974234,1.74599569693382,1.74069678199633,1.76681833705063,1.69040878374512,1.61108631696009,0.0740235518475429,-0.0272447322720513,24,"F","S",19,"female","Vietnamese",4,4,2.5,2.5,2.5,"subject","shortchange",-0.155732020090541
"024",1.59392383819985,1.73051839621217,1.75189722234869,1.39465343202252,1.69400360321693,1.64883562438565,0.0665468049678017,-0.096208808214296,25,"F","N",22,"female","Black/White",4,1.5,2.5,3,4.5,"subject","shortchange",0.254182192363134
"025",1.58199736273405,1.69635772003686,1.68066046206631,1.42784744968096,1.71159647080104,1.69914143592931,0.00324222309882383,-0.135668939190095,26,"L","N",19,"female","Chinese",1,2.5,3.5,4,3.5,"subject","shortchange",0.271293986248356
"026",1.57806460006429,1.75724593353036,1.73573581986138,0.961292397643817,1.07068301659928,1.10431976113698,-0.0551468582066794,0.014643856303923,27,"L","S",19,"male","Indian",2.5,2.5,3,3,3,"subject","shortchange",0.14302736349316
"028",1.66844669489266,1.77262286437763,1.80091792220003,0.800762627054714,0.735309512225348,0.714878014544516,0.0487265555032266,0.218355839817567,29,"F","N",18,"male","Korean",3,4.5,3.5,1,3.5,"subject","shortchange",-0.0858846125101982
"029",1.59773677839899,1.77368581161121,1.7798627691721,0.671709879993895,0.719017768875351,0.717518180191722,0.00767654624452252,0.13631769057529,30,"L","N",64,"male","Black",1.5,2.5,3,3,3.5,"subject","shortchange",0.045808300197827
"031",1.58841436085939,1.67123279402491,1.69401791928744,1.78762330158462,1.79549096548398,1.85570336536009,0.0374272746135835,-0.0375234946525784,32,"F","S",22,"female","White",2,2.5,2,4,3.5,"subject","shortchange",0.0680800637754695
"032",1.46978484510583,1.68174199952571,1.7527902121806,0.640809866973778,0.695346052002943,0.719488514609089,0.046905750048747,0.204326719439461,33,"F","N",35,"male","White",2,2.5,4,2,4.5,"subject","shortchange",0.0786786476353112
"033",1.60567309369346,1.79446557355079,1.70783574226918,1.65747030221664,1.93934868389656,1.72939167755548,-0.123327175059478,-0.0302412732368804,34,"L","N",19,"female","Indian",3.5,2.5,4,2,3.5,"subject","shortchange",0.0719213753388468
"034",1.63171156007347,1.68854755293616,1.77061316095142,0.868025397166411,1.05903253541139,0.976955065093141,0.164143078333514,0.0299719329512247,35,"L","S",18,"male","White/Hispanic",3.5,3,3,2,2,"subject","shortchange",0.10892966792673
"035",1.5941270764994,1.65872850688782,1.68415297798982,0.957688725986041,1.15123322667278,1.09253191641858,0.0841257813562013,-0.0448172889421223,36,"F","S",21,"male","Korean",3,2,2.5,3,3,"subject","shortchange",0.134843190432539
"036",1.70790364574413,1.64328294018352,1.74778267366046,1.69212362294708,1.5995234562452,1.55167374866773,0.152349441054408,0.180328902195679,37,"F","N",33,"female","Chinese/Vietnamese",3.5,3.5,3,2.5,3.5,"subject","shortchange",-0.140449874279347
